-------------1------------
12 : [0, 2, 0, -2, 0, 2, 4, 10, -2, 4, -2, -8, -2, 4, -6, -4]
13 : [0, 6, 0, 2, 0, -2, 4, -10, -2, 0, -2, 4, -2, 8, -6, 0]
14 : [0, -2, -2, 0, -2, 4, 0, 2, -2, 0, 4, 2, -4, 6, -2, -4]
15 : [0, -2, -2, 8, 6, 4, 0, 2, 2, 4, 8, -2, 8, -6, 2, 0]
16 : [0, 2, -2, 0, 0, -2, -6, -8, 0, -2, -2, -4, 0, 2, 10, -20]
17 : [0, 2, -2, 0, 4, 2, -2, -4, 4, 2, 2, 0, -8, -6, 2, 4]
18 : [0, -2, 0, -2, 2, -4, -2, -8, 4, 6, 4, 6, -2, 4, -6, 0]
19 : [0, -6, 0, 2, -2, 4, 2, 0, 4, -6, 4, 2, -6, 4, -2, 0]
20 : [0, 4, -4, 0, 0, 0, 0, 0, -4, -4, 4, 4, 0, 4, -4, 0]
21 : [0, 4, 0, -4, -4, 4, -8, -8, 0, 0, -4, 4, 8, 4, 0, 4]
22 : [0, 0, 6, 6, 2, -2, 4, 0, 4, 0, 6, 2, 2, 2, 0, 0]
23 : [0, 4, -6, -2, 6, -2, -4, 4, 4, -4, -6, 2, -2, 2, 0, 4]
24 : [0, 6, 0, 2, 4, -10, -4, 2, 2, 0, -2, 0, 2, 4, -2, -4]
25 : [0, 2, 4, -6, 0, -2, 4, -2, 6, 8, 6, 4, 10, 0, 2, -4]
26 : [0, 2, 2, -8, -2, 4, 0, 2, -2, 0, 4, 2, 0, -2, -2, 0]
27 : [0, 2, 6, -4, -6, 0, 0, 2, 6, 8, 0, -2, -4, -6, -2, 0]
28 : [0, 0, -2, 2, 4, 0, -6, 2, -2, 6, -4, 0, 2, -2, 0, 0]
29 : [0, 4, -2, 6, -8, 0, -2, 2, 10, -2, -8, -8, 2, 2, 0, 4]
30 : [0, -4, -8, 0, -2, -2, -2, 2, -2, 2, -2, 6, 4, 4, 4, 0]
31 : [0, -4, 8, -8, 2, -6, -6, -2, -2, 2, -2, -2, -8, 0, 0, -4]
32 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
33 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
34 : [0, -4, -2, 2, -2, 2, -4, 8, -4, 0, -6, 6, 2, -2, -16, -12]
35 : [0, 0, -2, -2, 6, -2, -4, 4, 0, 0, -2, -2, -2, 6, 4, -4]
36 : [0, -2, 6, 4, 0, 6, -2, 4, 4, -6, -2, 4, 0, 14, 2, 0]
37 : [0, 6, 2, 0, 0, 6, 2, 0, -4, -6, 2, -8, 0, -2, 6, -4]
38 : [0, 2, 4, -2, -2, 0, 2, -4, 4, -2, -4, -2, 6, 0, -2, 0]
39 : [0, -10, 0, -2, 6, 4, 6, -4, 0, 6, -12, 2, 2, 0, 6, -4]
40 : [0, 4, -2, -2, 0, 4, -6, 2, 2, -6, 4, 0, 6, -2, -4, 0]
41 : [0, 0, 2, 6, 0, 0, 6, 2, 2, -2, -8, 0, -2, -6, 0, 0]
42 : [0, 0, -4, -8, 6, 6, 6, -6, 6, 2, -2, -2, -8, 4, -4, 4]
43 : [0, 8, 0, 4, 6, -2, -6, 6, 2, 6, -2, 6, -4, 0, 4, 4]
44 : [0, 2, 4, -6, 0, -6, 0, 6, -2, -4, 2, -4, -2, 4, 6, 0]
45 : [0, -2, -4, -2, 0, -2, -8, 2, -2, 0, -6, -8, -2, 0, -2, 4]
46 : [0, 6, 2, -4, 6, 4, 4, -2, -10, -8, 0, -2, 4, -2, 2, 0]
47 : [0, 6, -6, -4, 6, -4, 4, -2, 2, 4, 4, -6, 0, 2, -2, -4]
48 : [0, 2, -2, 0, -4, -6, -2, -4, 4, 2, 2, 0, 0, 2, 2, 4]
49 : [0, 2, -2, 0, 0, -2, 2, 0, 0, -2, -2, -4, 0, 2, 2, 4]
50 : [0, 6, 0, -2, -2, 8, 2, 4, 0, 10, 0, 2, -2, 4, 2, 0]
51 : [0, -6, 0, 10, 2, 0, -2, -4, 0, 6, 0, -10, 2, 4, -2, 0]
52 : [0, 0, -12, 4, -4, 0, 4, -8, -4, 0, -4, 0, -4, -4, 0, 0]
53 : [0, -8, 0, 0, 8, -4, 4, 0, 0, -4, -4, 0, 4, 4, -4, 4]
54 : [0, 4, -2, -6, -2, -2, 8, 0, 4, -4, -2, -2, 6, 2, -4, 0]
55 : [0, -8, -6, -6, -6, 6, 0, 4, 12, 0, 2, -2, 2, 2, 4, -4]
56 : [0, 2, 4, -6, 0, -2, 4, -2, -6, 4, -6, 0, 6, 4, -2, 0]
57 : [0, -2, 8, 2, -4, 6, -4, -6, -2, -4, 2, 4, -2, 0, 2, 0]
58 : [0, 6, -10, 0, 2, 4, 0, -2, 6, -4, 0, 2, 4, -2, -2, -4]
59 : [0, -2, -6, -4, -10, 0, -8, -2, -10, 4, 4, -2, 0, 2, -2, 4]
60 : [0, -8, -6, -2, 0, -4, 2, 2, -6, 2, 4, 0, 10, -2, 4, 4]
61 : [0, 4, 2, 2, 4, 4, -2, 2, -2, 10, 0, 0, 2, 2, 4, 0]
62 : [0, -4, 4, -4, 2, 2, -2, 2, 2, -2, -2, -2, 4, -4, 0, 4]
63 : [0, -4, -4, -4, 14, 6, -6, -2, 2, -2, 6, -2, 0, 0, -4, 0]
-------------6------------
0 : [32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2 : [0, 0, 0, 0, 2, -6, 2, -6, 2, 6, -2, 2, -4, 0, 0, 4]
3 : [0, 0, 0, 0, -2, -2, -2, -2, -2, -6, 2, -2, 4, 8, 0, 4]
4 : [0, 0, 2, -2, 2, -2, 8, 0, 2, 2, 0, 4, 4, 8, 6, -2]
5 : [0, 0, 6, -6, 2, 6, 4, -4, -2, -2, -8, 4, 8, 4, -2, -10]
6 : [0, 4, -2, -2, 0, 0, 2, -2, 0, 0, -2, 2, -8, 4, 2, 2]
7 : [0, -4, 2, 2, 4, -4, 2, -2, 0, 0, 2, -2, 4, 0, -6, 2]
8 : [0, 2, -2, 0, -4, -2, -2, -8, 2, 0, 8, 6, 6, -4, 0, -2]
9 : [0, -2, 6, 4, 0, 6, 2, 0, -2, 0, 4, 6, -2, 0, 0, 10]
10 : [0, 2, 2, 4, 2, 4, -8, 2, 0, 2, -2, 0, -6, -4, 4, -2]
11 : [0, -2, -6, 8, 2, 0, 8, -2, 0, -2, -10, 4, 2, 0, -4, 2]
12 : [0, -2, 0, 2, 2, -4, 2, 8, -4, -2, 0, -2, -2, -4, 2, 4]
13 : [0, 2, 4, 2, -2, -4, 2, 4, 4, 2, -4, -2, 2, 12, 10, 0]
14 : [0, 2, 0, 6, -4, 2, -4, -2, -2, 0, -2, -4, -6, 8, 2, 4]
15 : [0, -2, 4, -2, -4, 6, 0, -2, 2, 0, -2, 0, -2, 0, 2, 0]
16 : [0, 2, 0, -2, 0, 2, -4, -14, -4, -2, -4, -6, 0, 2, -12, 10]
17 : [0, 2, 0, -2, 4, -2, 8, 6, -4, -2, -4, -6, 4, -2, 0, -2]
18 : [0, 2, 0, -2, -2, 0, 2, -8, -6, 8, -2, 8, -4, 2, 4, -2]
19 : [0, 2, 0, -2, -2, 0, -6, 0, -2, 4, -6, -4, 0, -2, 8, 10]
20 : [0, -2, 2, 0, 2, -4, -4, -2, -2, -4, -4, 2, -4, -2, -6, -4]
21 : [0, 6, -2, -4, 6, -8, -4, -2, 2, 8, 4, -6, -4, 6, -2, 0]
22 : [0, -6, 6, 0, 4, 2, -6, 0, 0, -2, -2, 4, 0, 2, -2, 0]
23 : [0, -6, 2, 4, -4, 2, -2, 4, 0, 6, -6, 0, 0, 2, -6, 4]
24 : [0, 0, -2, 2, 0, 0, -2, 2, -2, 2, 4, -4, 2, -2, 0, 0]
25 : [0, -12, -2, -10, -8, -4, 6, -2, -6, -6, 8, -4, -2, 6, 4, 0]
26 : [0, 8, 2, -2, 2, 2, -4, 0, 0, -8, 6, 2, -2, -2, -4, 0]
27 : [0, -4, 2, 2, 6, 2, 0, 0, -8, 4, -2, -2, 2, -2, 0, 0]
28 : [0, 0, 0, 0, -2, -6, 2, -2, 0, -4, 4, 8, 2, -6, 2, 2]
29 : [0, 4, 4, 0, -2, -10, -2, -2, 0, -8, -8, 0, 2, -2, -2, -6]
30 : [0, 4, 8, -4, -4, -4, 0, 0, -2, 2, -2, -6, 6, -2, 2, 2]
31 : [0, 0, -4, 4, 0, -4, 0, 4, 2, 2, -2, -2, -2, 2, -2, 2]
32 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
33 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
34 : [0, 4, 0, -4, -2, 2, -2, 10, 2, -6, -2, 14, 0, 0, 4, 12]
35 : [0, 4, 0, -4, 2, -2, 2, 6, -2, -2, 2, -6, 0, 0, -4, 4]
36 : [0, 0, -2, 2, -2, 2, 0, -8, -2, -2, 0, -4, 4, 0, 10, 2]
37 : [0, 0, 2, -2, -2, -6, -4, 4, 2, 2, 0, 4, 0, 4, -6, 2]
38 : [0, 8, 2, 6, 0, 4, 6, 6, -4, 0, 6, -2, 4, 4, -6, -2]
39 : [0, 0, 6, 10, -4, -8, -2, -2, -12, 8, 2, 2, 0, 0, 2, -2]
40 : [0, 2, 2, -4, 0, 2, -2, 0, -2, 4, 0, -2, 6, -12, 4, 2]
41 : [0, -2, 2, 8, 4, -6, -6, 0, 2, -4, -4, -2, 6, 0, 4, -2]
42 : [0, 6, -2, 4, 2, 0, -4, 2, -4, -6, -2, -4, -2, 4, 4, 2]
43 : [0, 2, -2, 0, 10, 4, -4, -2, 4, -2, 6, 0, 6, 8, 4, -2]
44 : [0, -2, 8, -6, 2, 4, 2, 0, 4, -2, 0, -10, -2, -4, 2, 4]
45 : [0, 2, 4, 2, -2, 4, -6, 4, -4, 2, 4, -2, 2, -4, 2, -8]
46 : [0, 6, -8, -6, 0, -6, 0, -2, 6, 4, -2, 0, 6, 0, -2, 4]
47 : [0, 2, 4, 10, -8, 6, 4, -2, 10, 4, 6, -4, 2, 0, -2, 0]
48 : [0, 2, 0, -2, 0, 2, 4, -6, 0, 2, 0, -2, -4, -2, 8, -2]
49 : [0, 2, 0, -2, 4, -2, 0, -2, 0, 2, 0, -2, 0, -6, 4, 2]
50 : [0, -2, 0, 2, 2, -8, -2, 0, -2, -8, 2, 0, -12, -2, 4, -6]
51 : [0, -2, 0, 2, -6, 0, -2, 0, 2, 4, -2, 4, 0, 2, 0, -2]
52 : [0, -2, -2, 4, -2, 0, -4, -2, -2, -4, 0, -2, 8, 2, 2, 4]
53 : [0, -10, 10, 0, 2, -4, -4, -2, 10, 0, 0, -2, 0, 2, -2, 0]
54 : [0, -10, -6, 0, -4, 6, -2, 0, 0, -6, -6, -4, 0, -2, 2, 0]
55 : [0, 6, 6, 4, -4, -2, 10, -4, -8, -6, -2, 0, 0, -2, -2, 4]
56 : [0, 0, -6, 6, 4, 4, -2, -6, -2, -6, 8, 0, -2, 2, 0, 0]
57 : [0, 4, 2, 2, -4, 0, -2, -2, 2, -6, -4, 0, 2, 2, 4, 0]
58 : [0, 4, 6, -2, -6, -2, -8, 0, 0, -4, 2, 2, 6, 2, 0, 0]
59 : [0, 8, -2, -6, -10, 6, -4, 0, 0, 0, -6, -2, -6, 2, -4, -8]
60 : [0, 0, 0, 0, -2, 2, 2, 6, -4, 0, 0, -4, -2, 6, -2, -2]
61 : [0, 4, -4, 8, -2, -2, 6, -2, 12, -4, -4, -4, -2, -6, 2, -2]
62 : [0, 0, -8, 0, 8, 4, -4, 0, -6, 2, -6, 2, 6, 2, 2, -2]
63 : [0, -4, -12, 0, -12, -4, -4, 4, -2, 2, 2, -2, 6, -2, -2, -2]
-------------7------------
0 : [32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2 : [0, 0, 2, -6, 4, -4, 2, 2, 2, 2, 0, 0, -2, -2, 0, 0]
3 : [0, 0, -2, 6, 0, 0, 2, -6, 2, 2, -4, -4, -6, 2, 0, 8]
4 : [0, 0, 2, 2, 0, -4, -6, -2, 4, 4, 10, 2, 4, 0, -6, 6]
5 : [0, 0, 2, 10, 0, 4, -6, -2, 0, -8, 6, -2, 0, -4, 6, 10]
6 : [0, 4, 0, -4, -8, 0, 4, -4, -2, -6, -2, 2, 6, -2, 2, -6]
7 : [0, -4, 4, 0, 4, 4, -4, 4, 2, -2, 6, 2, 6, -2, -2, -2]
8 : [0, -4, 0, 4, -2, -2, -2, 6, -4, 4, 0, 0, -2, 2, 2, -2]
9 : [0, 4, -4, 0, 2, -6, -2, -10, 0, 0, 0, 0, -2, -6, -2, -6]
10 : [0, 0, -2, -10, 2, -2, -4, 0, 2, 6, 0, 4, 0, 0, 2, 2]
11 : [0, 0, -2, -2, 10, -2, -4, 0, 6, -6, 4, 0, 4, -4, -2, -2]
12 : [0, 0, -2, -2, 2, -6, 0, 0, 0, -4, -2, 2, -2, -6, 4, 0]
13 : [0, 0, 2, 2, -2, -2, 0, -8, 0, 4, 2, -2, 2, -2, -4, -8]
14 : [0, 0, 0, 0, 2, 2, 6, -2, -2, -6, -6, 6, -4, -8, -4, 0]
15 : [0, 0, 0, 0, 2, 2, -2, 6, 6, -6, 2, 6, -4, 0, 4, 0]
16 : [0, -2, 2, 4, 0, -2, -2, 0, -2, 4, 4, 6, -2, -4, 8, -14]
17 : [0, 2, -2, 4, -4, -2, -2, 4, -2, 0, 0, -2, 10, 4, -8, -2]
18 : [0, -2, 0, 2, -4, 2, -4, -10, 0, -2, 0, -14, 4, -6, 4, -2]
19 : [0, 2, 0, 6, 4, 6, 4, -6, 0, -6, 0, -2, -4, 6, -4, -6]
20 : [0, 2, 8, 6, 0, -10, 4, -2, 6, 8, -2, -4, -2, -4, 2, 4]
21 : [0, -2, -4, -2, 4, -2, 4, -6, 2, 0, -2, 0, -2, 0, -2, -4]
22 : [0, -2, 2, -4, -8, 2, 2, 0, 0, -2, -2, 0, 0, -6, -2, 4]
23 : [0, 2, 2, -8, -8, -10, 2, -4, -12, 6, 2, 0, 4, 2, 2, 4]
24 : [0, 2, -2, -4, 2, 0, -4, 6, 2, 8, 0, -6, 0, 2, 2, -8]
25 : [0, -2, 6, -8, 2, -4, -4, -6, 6, 0, 12, 2, -4, 2, -2, 0]
26 : [0, -2, 0, 2, -2, 0, -2, 4, 0, 2, -4, 2, 2, 0, -2, 0]
27 : [0, 2, 4, 2, 2, 0, 6, 0, 4, 2, 4, -2, 2, 4, 2, 0]
28 : [0, 2, 0, -2, -2, 8, 2, 0, 2, 0, 6, 0, -4, 2, 4, -2]
29 : [0, -2, 8, 2, -2, -4, 2, 4, 2, -4, -2, 4, -12, -2, -4, -6]
30 : [0, 2, 6, -4, -2, 0, 4, 2, 8, -2, -2, 0, 2, 0, 0, 2]
31 : [0, -2, 2, 4, 2, 0, 4, -2, 0, 2, 2, 0, 6, 0, 0, -2]
32 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
33 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
34 : [0, 0, 2, 2, -4, 4, -6, 2, 2, 2, 0, -8, -2, -2, -16, -8]
35 : [0, 0, -2, -2, 0, 0, 2, 2, 2, 2, -4, 4, 2, -6, -8, 8]
36 : [0, 0, -2, 6, 0, 4, -2, 2, -4, 4, -2, 6, 4, 0, -2, 2]
37 : [0, 0, -2, -2, 0, -4, -2, 2, 0, 0, 2, -6, -8, 4, 2, -2]
38 : [0, -4, -4, 0, -8, 0, -8, 0, 6, 2, 2, 6, -2, -2, -2, -2]
39 : [0, -12, 0, 4, -4, -4, 8, 0, 2, -2, 2, -2, -2, -2, -6, 2]
40 : [0, 0, -4, 4, -2, -6, -6, -2, 4, -8, -4, 8, 6, 14, -2, -2]
41 : [0, 0, 0, 0, 2, -2, 2, -2, 0, 4, -4, 0, -2, 6, -6, 2]
42 : [0, -4, 2, -2, 2, 2, 0, 0, -6, 2, 4, 4, 0, -4, -2, 2]
43 : [0, 4, 10, 6, 2, 2, 0, -8, 6, 6, -8, 8, 4, 0, 2, -2]
44 : [0, 4, 6, 2, 2, -2, 0, 12, 0, 0, -2, -2, 6, -10, 4, -4]
45 : [0, -4, 2, 6, -2, -6, -8, 4, 0, 0, -6, -6, -6, 2, 4, 4]
46 : [0, 4, 0, 4, -6, -2, 6, 2, -2, -2, 2, 2, 4, 4, 4, -4]
47 : [0, 12, -8, 4, 2, -2, -2, 2, 6, 6, 2, 2, -4, -4, -4, 4]
48 : [0, 2, 2, 0, 4, 6, 2, 0, -2, 8, 4, 2, 2, 4, -4, 2]
49 : [0, 6, -2, 0, 0, 6, 2, 4, -2, 4, 0, -6, -2, -4, -4, -2]
50 : [0, 2, 0, 6, 0, -6, 0, -2, 0, 2, 0, 6, 0, -6, 0, -2]
51 : [0, 6, 0, -6, 0, 6, 0, -6, 0, -2, 0, 2, 0, -2, 0, 2]
52 : [0, -2, 4, -2, -4, 6, 4, 2, -2, 4, 2, 4, -6, 4, 2, 0]
53 : [0, -6, -8, 6, 0, -2, 4, -2, 2, 4, 10, 0, 2, 0, 6, 0]
54 : [0, 2, -2, 4, -4, 2, -6, -4, -8, 2, 2, 8, -4, -6, -2, 0]
55 : [0, 6, -2, 0, 4, -2, 2, 0, 4, 2, -2, 0, 0, 2, 2, 0]
56 : [0, 2, -6, 0, -2, 4, 4, -2, 2, 0, 4, -2, -4, -2, 2, 0]
57 : [0, 6, -6, -4, -2, -8, -4, 2, -2, -8, 0, -2, 0, -2, -2, 0]
58 : [0, 6, 4, -2, 2, 4, -10, -4, 0, 2, -8, -2, -2, 4, 6, 0]
59 : [0, 2, 0, -2, -18, 4, -2, 0, 12, 2, 0, 2, -2, 0, 2, 0]
60 : [0, -6, 8, -2, 2, 4, -10, -4, -6, 0, -2, 0, 0, -2, 0, 2]
61 : [0, -2, -8, 2, 2, 0, -2, 0, -6, 4, -2, 4, -8, 2, 0, -2]
62 : [0, -6, 6, -4, 2, -4, 0, -2, 0, -2, -2, 0, -2, 4, -4, -2]
63 : [0, 14, 10, 4, -2, -4, 0, 2, -8, -6, 10, 0, -6, 4, -4, 2]
-------------8------------
0 : [32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
1 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
2 : [0, 2, 0, -2, -2, 0, 2, 0, -2, 0, -2, 4, -4, -2, 0, 6]
3 : [0, -2, 0, 2, -2, 4, -6, 4, -2, -4, 6, 0, -4, 2, 0, 2]
4 : [0, -2, -2, 0, 0, 2, -2, -4, 2, 0, 4, -2, 6, 0, 0, 14]
5 : [0, -2, -2, 0, 0, 2, 6, 4, -2, 12, -8, 2, -6, 4, 4, 2]
6 : [0, 0, 2, 2, 2, 6, 0, -4, 4, 4, 2, 2, 2, -2, 4, -8]
7 : [0, -4, 2, -10, -6, 2, 8, 0, 0, -4, -2, 2, -2, -2, 0, 0]
8 : [0, 0, 2, -2, 0, 0, 2, -2, -2, 2, 0, 0, 2, -2, 4, -4]
9 : [0, 4, -2, -2, 4, 0, -6, 2, 2, 2, 0, 12, -6, -6, 0, -4]
10 : [0, 2, -2, 0, 2, 4, -4, -2, 0, -2, -2, 4, 6, -4, 0, -2]
11 : [0, 2, 2, 12, 6, 8, 4, -2, 4, -6, -2, 4, -2, -4, 4, 2]
12 : [0, -2, 0, -2, 0, 2, 0, -6, 0, 2, -4, -10, 0, 6, 4, -6]
13 : [0, 2, -4, -2, 4, 2, 0, 6, 0, -2, 0, 6, -4, 6, 4, -2]
14 : [0, 0, 0, 4, -2, 2, 2, 2, -2, -6, 2, 2, 4, 4, 4, 0]
15 : [0, 0, 4, 0, -6, -2, -6, 2, -2, 2, 6, 6, 8, 0, 4, 0]
16 : [0, 0, 0, 0, 0, 0, 0, -8, 0, 0, 0, 0, 0, -8, 0, -16]
17 : [0, 0, 0, 0, 0, -8, 0, 0, 0, 8, 0, -8, 0, 8, 0, 0]
18 : [0, 2, 0, -2, -2, 0, 2, 8, -2, 0, -2, 4, -4, 6, 0, -10]
19 : [0, -2, 0, 2, -2, -4, 10, 4, -2, 4, -10, 8, -4, -6, 0, 2]
20 : [0, -2, -6, -4, 4, -2, -2, -4, -2, 4, -4, -2, -2, 0, 4, 2]
21 : [0, -2, 2, 4, -12, 6, -2, 4, -6, -8, -8, 2, 2, 4, 0, -2]
22 : [0, 0, 6, -10, -2, -6, 0, -4, 8, 0, -6, 2, -6, -2, 0, 4]
23 : [0, -4, -2, 2, 6, -2, 0, 0, 4, 0, -2, 2, 6, -2, 4, 4]
24 : [0, -4, 2, 2, 0, 4, 2, 2, 6, -2, 0, -4, 2, 2, -4, -8]
25 : [0, 0, 6, 10, -4, 4, -6, -2, 2, -2, 0, 0, -6, -2, 0, 0]
26 : [0, -2, 6, -4, -6, 0, -4, 2, 0, 2, -2, 0, 6, 0, 0, 2]
27 : [0, -2, 2, 0, -10, 4, 4, -6, -4, -2, -2, -8, -2, 0, -4, -2]
28 : [0, -6, -4, -2, 4, 2, 0, 6, 4, 2, 4, 2, 8, 2, 0, -6]
29 : [0, -2, -8, -2, 0, 2, -8, 2, -4, -2, 0, 2, 4, 2, 0, -2]
30 : [0, -4, -4, 4, 2, 2, 2, -2, 2, -6, -6, -2, -4, 0, 0, 0]
31 : [0, -4, 0, 0, -10, -2, 2, -2, -6, 2, 6, 2, 0, -4, 0, 0]
32 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
33 : [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]
34 : [0, -2, 4, -2, 2, 0, -6, 4, -2, -4, -6, -4, 0, -2, 16, 2]
35 : [0, 2, -4, 2, 2, -4, -6, 8, -2, 0, -6, -8, 0, -6, -8, -2]
36 : [0, 2, 2, -8, 0, 6, 2, 4, -2, 0, 4, 2, 2, 0, 0, 2]
37 : [0, 2, 2, -8, 0, 6, -6, -4, 2, 4, 0, -2, -2, -4, -4, -2]
38 : [0, 8, 2, -6, -2, -6, -4, 0, 0, -8, 6, -2, -6, -2, 4, 0]
39 : [0, -4, -6, -2, -10, -2, -4, 4, 4, 0, 2, 6, -2, -2, 0, 0]
40 : [0, 0, 2, -2, 0, 0, -6, 6, -6, -2, -4, -4, -2, -6, -8, 0]
41 : [0, 4, -2, -2, 4, 0, 2, -6, -2, -2, -4, 8, 6, 6, -12, 0]
42 : [0, -2, 2, 0, -2, -4, 4, 2, 4, -2, -2, 0, 6, -8, 4, -2]
43 : [0, -10, -2, -4, 2, 8, 4, 2, -8, 2, 6, 0, -2, 0, 0, 2]
44 : [0, -6, 4, -2, 0, -2, -4, -14, 0, -2, 0, 6, 0, 2, 0, 2]
45 : [0, -2, 0, -2, 4, -2, -4, -2, -8, 2, -4, -2, 4, -6, 8, -2]
46 : [0, 0, 0, 4, 2, -10, -2, -2, -10, 2, 2, 2, 0, 0, 0, -4]
47 : [0, 8, -4, 0, -2, 10, -2, -2, -2, 10, 6, -2, -4, -4, 0, 4]
48 : [0, -4, 0, 4, 0, 4, 0, 4, 0, 4, 0, -4, 0, -12, 0, 4]
49 : [0, 4, 0, -4, 0, 4, 0, 4, 0, 4, 0, -4, 0, -4, 0, -4]
50 : [0, -6, -4, -6, 2, 4, 2, 0, -2, 0, 2, 0, 0, 2, 8, -2]
51 : [0, 6, 4, 6, 2, 0, 2, 4, -2, 4, 2, -4, 0, 6, 0, 2]
52 : [0, -2, -10, 0, -4, -2, 2, 0, 2, 0, -4, -2, 10, -4, -4, 2]
53 : [0, 6, -2, 0, -4, -2, 2, 0, 6, 4, 0, 2, 6, 0, 0, -2]
54 : [0, 4, 6, 2, 2, -6, 4, 4, -4, 0, 6, 2, 2, -6, 0, 0]
55 : [0, 0, 6, 6, -6, -2, -4, 0, 0, 8, -6, 2, 6, 2, 4, 0]
56 : [0, 8, 10, -2, 0, 8, 2, -2, -6, 6, -4, 4, 6, 2, 0, 0]
57 : [0, 4, -2, -2, -4, 0, -6, 2, 6, -2, -4, 0, -2, 6, 4, 0]
58 : [0, -10, 10, 0, 6, -4, 4, 2, -4, -2, 6, 0, -2, 0, -4, -2]
59 : [0, 6, -2, -4, 2, 0, 4, 2, -8, -6, -2, 0, 6, 0, 0, 2]
60 : [0, 2, 0, 2, -4, -6, 4, 2, 4, 2, 8, -2, 0, 2, 4, -2]
61 : [0, -2, 12, -6, 8, 2, -4, 6, 4, -2, -4, -2, 4, 2, -4, 2]
62 : [0, -8, 4, 0, -2, 2, -2, 6, 10, 6, 2, 2, 0, 0, -4, 0]
63 : [0, -8, 0, 4, 2, -2, -10, -2, -6, 6, -2, 6, -4, 4, -4, 0]
